sweatha@sweatha-HP-Pavilion-Laptop-15-eg2xxx:~$ ps -aux
USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.2  0.0  23604 14020 ?        Ss   11:32   0:03 /sbin/init splash
sweatha     2936  0.0  0.2 843816 40652 ?        Ssl  11:32   0:00 /usr/libexec/xdg-desktop-portal-gnome
sweatha     2960  0.0  0.1 2670768 26716 ?       Sl   11:32   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
sweatha     2989  0.0  0.1 417828 25600 ?        Ssl  11:32   0:00 /usr/libexec/xdg-desktop-portal-gtk
sweatha     3054  0.0  0.0 236304  6272 ?        Ssl  11:32   0:00 /usr/libexec/gvfsd-metadata
sweatha     3083  6.7  2.5 11938432 406700 ?     Sl   11:32   1:35 /snap/firefox/5187/usr/lib/firefox/firefox
sweatha     3293  0.0  0.2 211696 47744 ?        Sl   11:32   0:00 /snap/firefox/5187/usr/lib/firefox/firefox -contentproc -parentBuildID 20241024112216 -prefsLen 33814 -prefMapSize 25
sweatha     3309  0.3  0.9 2499108 151628 ?      Sl   11:32   0:04 /snap/firefox/5187/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsLen 33955 -prefMapSize 256144 -jsInitLen 
sweatha     3354  0.0  0.1 1830232 20704 ?       Sl   11:32   0:00 /usr/bin/snap userd
sweatha     3531  0.0  0.5 2448008 94556 ?       Sl   11:32   0:00 /snap/firefox/5187/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsLen 40511 -prefMapSize 256144 -jsInitLen 
sweatha     4076  0.0  0.2 210348 46080 ?        Sl   11:32   0:00 /snap/firefox/5187/usr/lib/firefox/firefox -contentproc -parentBuildID 20241024112216 -sandboxingKind 0 -prefsLen 385
sweatha     4093  9.3  3.5 3140252 565800 ?      Sl   11:32   2:13 /snap/firefox/5187/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsLen 35233 -prefMapSize 256144 -jsInitLen 
sweatha     4100  0.0  0.4 2404012 75508 ?       Sl   11:32   0:00 /snap/firefox/5187/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsLen 35233 -prefMapSize 256144 -jsInitLen 
sweatha     4203  0.0  0.4 2404016 76020 ?       Sl   11:32   0:00 /snap/firefox/5187/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsLen 35371 -prefMapSize 256144 -jsInitLen 
sweatha     4240  0.3  0.3 630588 61316 ?        Ssl  11:32   0:04 /usr/libexec/gnome-terminal-server
sweatha     4250  0.0  0.0  11132  4992 pts/0    Ss   11:32   0:00 bash
sweatha     4292  0.0  0.4 2404028 75776 ?       Sl   11:33   0:00 /snap/firefox/5187/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsLen 35371 -prefMapSize 256144 -jsInitLen 
sweatha     4367  0.0  0.0  88776  6232 ?        Sl   11:33   0:00 /usr/lib/libreoffice/program/oosplash --impress file:///home/sweatha/Downloads/Campus%20Hires%202025%20%E2%80%93%20Li
sweatha     4380  0.0  0.4 532484 74784 ?        Sl   11:33   0:00 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.KLK102 -listenfd 4 -
sweatha     4390  0.0  0.4 765124 75616 ?        Ssl  11:33   0:00 /usr/libexec/gsd-xsettings
sweatha     4414  0.0  0.1 267124 23844 ?        Sl   11:33   0:00 /usr/libexec/ibus-x11
sweatha     4420  0.0  0.4 992028 78980 ?        Sl   11:33   0:00 /usr/libexec/mutter-x11-frames
sweatha     4424  0.8  2.4 2333588 386864 ?      Sl   11:33   0:11 /usr/lib/libreoffice/program/soffice.bin --impress file:///home/sweatha/Downloads/Campus%20Hires%202025%20%E2%80%93%2
sweatha     4594  0.0  0.1 492300 27904 ?        Sl   11:33   0:00 /usr/bin/update-notifier
sweatha     4766  0.6  0.8 1917288 138196 ?      Sl   11:36   0:07 /usr/bin/gnome-text-editor
root        5097  0.0  0.0      0     0 ?        S    11:37   0:00 [psimon]
sweatha     5131  0.0  0.4 384500 64728 ?        Sl   11:38   0:00 /snap/firefox/5187/usr/lib/firefox/firefox -contentproc -parentBuildID 20241024112216 -prefsLen 38844 -prefMapSize 25
root        5303  0.0  0.0      0     0 ?        I    11:43   0:00 [kworker/8:0-events]
root        5355  0.0  0.0      0     0 ?        I    11:46   0:00 [kworker/6:0]
root        5378  0.0  0.0      0     0 ?        I    11:47   0:00 [kworker/2:2]
root        5440  0.0  0.0      0     0 ?        I    11:50   0:00 [kworker/13:2-i915-unordered]
root        5447  0.0  0.0      0     0 ?        I    11:50   0:00 [kworker/4:0]
root        5448  0.1  0.0      0     0 ?        I    11:50   0:00 [kworker/u32:1-flush-259:0]
root        5543  0.0  0.0      0     0 ?        I    11:55   0:00 [kworker/u32:0-events_power_efficient]
root        5546  0.0  0.0      0     0 ?        I    11:55   0:00 [kworker/13:0]
sweatha     5592  1.2  0.4 3084936 65084 ?       Sl   11:55   0:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@ra
root        5657  0.0  0.0      0     0 ?        I    11:56   0:00 [kworker/0:0]
sweatha     5658 40.0  0.0  15108  5376 pts/0    R+   11:56   0:00 ps -aux






